beta,2019 CVaR,2020 CVaR,2019 avg ret,2020 avg ret,HHI,effective_N,n_holdings
0.9,0.008900057743571325,0.032703539419724835,0.0012159639202725728,0.0007776564457615974,0.1400466307788149,7.140478813655771,16
0.95,0.011089668286016468,0.0465683761962471,0.0012265744850662173,0.0009796535822894218,0.18512297753726187,5.40181458457105,13
0.99,0.012451115330746745,0.09664521528873149,0.0013072784419298168,0.0009502530554322939,0.2800312759238434,3.5710296883836556,9
